city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	description 2	Audio Evidence	Image/Video/Visual Evidence	Haunted Places Date	Haunted Places Witness Count	Time of Day	Apparition Type I	Apparition Type II	Apparition Type III	Event Type	Alcohol Abuse Rate	Amount of daylight	Sunrise Time	Sunset Time	Max Temperature	Min Temperature	Precipitation	comment count	EHP rating	image	urban_or_near	color	element	Dimensions
Pitcairn	United States	The main path you take to get into the trails is connected still to the old path that people used to use to get back inot the wooden area, when walking out of the woods, and back to the city, you will hear the sound of footsteps constantly following you about 10 paces behind you. It doesn't matter how many times you stCp and look, as you walk you will be followed.	The Main Path	Pennsylvania	PA	-79.776003	40.4056391	-79.77810199999999	40.4031244		True	True	2025-01-01	1	Unknown	Ghost	Several Ghosts	Unknown	Murder	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(192, 211, 240)	boat	474x355
Pitcairn	United States	The sand castle is the term for what is left of the old railroad buildings still located within these trails. It has been reported that at night, when the wind starts to pick up you can hear voices through the trees around you.	The Sand Castles	Pennsylvania	PA	-79.9268431	40.3984534	-79.77810199999999	40.4031244		True	True	2017-04-21	0	Evening	Unknown	Unknown	Unknown	Unknown	18.5	13:32	6:32	8:05	21.4	15.6	7.0	Unknown	Unknown	Unknown	True	RGB(138, 128, 106)	person	474x361
Pitcairn	United States	Located behind the old baseball fields in Pitcairn there is a large stretch of woods where there are many trails. This entire area is haunted by railroad workers of the late 1800's who died in various accidents in service to the railroad.	The Trails	Pennsylvania	PA	-79.77113899999999	40.417929	-79.77810199999999	40.4031244		False	True	1800-03-07	0	Evening	Unknown	Unknown	Unknown	Unknown	18.5	11:33	6:47	6:21	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(63, 89, 85)	Unknown	474x334
Pittsburgh	United States	Oldest part of the hospital. Noises and people talking are heard, and some have seen things.	Allegheny General Hospital South Tower	Pennsylvania	PA	-80.0033567	40.4570975	-79.9958864	40.44062479999999		True	True	2018-01-12	1	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	09:32	7:42	5:14	15.1	0.9	45.6	Unknown	Unknown	Unknown	True	RGB(150, 172, 193)	Unknown	474x285
Pittsburgh	United States	South Hills Bowl - White misty apparition. - March 2008 Update: The bowling alley is now closed.	Baldwin	Pennsylvania	PA	-79.9369121	40.3790308	-79.9958864	40.44062479999999	 42.486394°, -83.147535°  415 S. Lafayette Avenue, Royal Oak, Michigan Stagecrafters Baldwin Theater in Royal Oak, Michigan was constructed in 1922 for vaudeville performances. It was later renovated for use as a movie theater and in 1986 was remodeled again to accommodate plays and other live performances. The location is said to be haunted by the spirit of an unidentified young girl who is allegedly seen on the theater's Second Stage, as well as another man seen wearing a costume in the Green Room. Actors and actresses rehearsing at the theater also report hearing the sounds of disembodied voices and experiencing sudden, unexplained temperature drops. Paranormal investigators at the Baldwin Theater also report recording high levels of electromagnetic energy, and experiencing issues with electronic equipment such as devices turning on and off by themselves, or batteries draining unexpectedly. Stagecrafters Baldwin Theater was designated as a Michigan State Historic Site in July of 2013. 	True	True	2008-03-07	1	Evening	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	11:35	6:43	6:18	7.2	-0.6	9.9	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	On this road at night a bluish mist forms over the road. There is also a cemetery on this street. Two headstones touch every full moon. And when the full moon is over, they don't touch anymore.	Blue Mist Road	Pennsylvania	PA	-80.0007986	40.6075379	-79.9958864	40.44062479999999		True	True	2025-01-01	0	Evening	Ghost	Single Ghost	Male Ghost	Supernatural Phenomenon	18.5	09:20	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Old mansion, turned administration building. Story has it the Byers family went out to a dinner party, left the baby home with the nanny. The nanny went to check up on the baby and she found the baby dead in her crib. The nanny was so distraught, she hung herself. The parents came home later that night and found the nanny hanging over the staircase and the ghost of their dead baby looking at her. The second floor is closed off, however there is a window you can look up into and some say that you can still see the nanny hanging there with the baby looking at her.	Byers Hall, CCAC North Campus	Pennsylvania	PA	-80.01612329999999	40.4497346	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Evening	Ghost	Single Ghost	Child Ghost	Death, Supernatural	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	This library was built over a old cemetery and believed at night spirits haunt it.	Carnegie Library	Pennsylvania	PA	-79.9504321	40.4428299	-79.9958864	40.44062479999999	"Parkersburg , West Virginia Sometimes also referred to as ""Parkersburg Public Library,"" or otherwise simply ""The Parkersburg Library."" "	False	True	1883-03-07	0	Evening	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:33	6:48	6:21	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Room 947 - Late at night, students have reported seeing misty apparitions. They also hear scratching noises on the walls. Lights have also be said to turn on by themsleves.	Carlow College	Pennsylvania	PA	-79.96391450000002	40.4394832	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Evening	Ghost	Single Ghost	Unknown	Unknown	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Unknown spirits haunt this building. This is mainly on the top floor of it.	Cathedral of Learning	Pennsylvania	PA	-79.953239	40.4442526	-79.9958864	40.44062479999999		True	True	1934-10-07	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:32	6:21	5:53	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	In the basement of the Mellon building is a pool and bowling alley. It is known mostly to lifeguards that work at the pool. Andrew Mellon haunts the bowling alley, it is usually very cold in the room. One gets a very creepy feeling. If you don't want to experience anything don't bowl! At times the pins will resent themselves as if taunting you to keep playing.	Chatham College	Pennsylvania	PA	-79.9242625	40.4482193	-79.9958864	40.44062479999999		True	True	2015-03-07	0	Unknown	Ghost	Single Ghost	Male Ghost, Female Ghost	Supernatural Phenomenon	18.5	11:33	6:44	6:17	4.3	-12.3	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	The neighborhood that was demolished to build the arena is said to come alive at night. The whole dome suddenly filling with the sounds of people, streetcars and car horns. Mario Lemieux, star player for the Pgh Penguins has said he’s seen shadowy guys in 1920s clothes mulling about in the halls.	Civic Arena	Pennsylvania	PA	-79.9893378	40.4395932	-79.9958864	40.44062479999999		True	True	1961-03-07	1	Evening	Ghost	Single Ghost	Unknown	Death	18.5	11:33	6:44	6:18	18.3	6.9	0.6	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	This asylum will soon be turned into a Wal-Mart. Strange noises can be heard there. Be careful, they have video cameras and the police will arrest you.	Dixmont	Pennsylvania	PA			-79.9958864	40.44062479999999		True	True	1862-03-07	0	Unknown	Unknown	Unknown	Unknown	Supernatural Phenomenon	18.5	11:33	6:48	6:22	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	Unknown	Unknown	Unknown
Pittsburgh	United States	Lots of ghosts of formal mental patients who died there.	Dixmont Mental Hospital	Pennsylvania	PA	-79.9600024	40.4437724	-79.9958864	40.44062479999999		False	True	1862-03-07	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:33	6:48	6:21	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	St. Ann's Living Learning Center - Room 409 - A boy walks into the room and throws things around the room.	Duquesne University	Pennsylvania	PA	-79.9901728	40.4372949	-79.9958864	40.44062479999999		False	True	1878-10-07	0	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	11:30	6:26	5:56	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	is haunted by Sarah Frick.	Frick mansion	Pennsylvania	PA	-79.9023718	40.4466602	-79.9958864	40.44062479999999		False	True	1931-03-07	0	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	11:31	6:45	6:16	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	The Battle of Grant's Hill was fought at this location during the French & Indian War in 1758.Security Guards have seen people on the monitors that were not there. Objects have disappeared from the museum. Strange sounds have been heard from empty parts of the museum. A re-enactor was murdered there during the early 1970's.	Fort Pitt Museum(Point State Park)	Pennsylvania	PA	-80.0094664	40.4409302	-79.9958864	40.44062479999999		True	True	1758-03-07	1	Morning	Unknown	Unknown	Unknown	Supernatural Phenomenon	18.5	11:34	6:48	6:22	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Apparitions of a noose that swings, hear a father calling for his son.	hell's tunnel	Pennsylvania	PA			-79.9958864	40.44062479999999		True	True	1969-03-07	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:33	6:44	6:18	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	Unknown	Unknown	Unknown
Pittsburgh	United States	A woman use to work at ICM for 20 yrs ever since it opened, well no one liked her and she was going for a supervisor job but the administrators at that time threatened her to not take the position cause one of the ones that worked there wanted her husband as the Supervisor. Well, one day they all went up to her office at night and her door was shut, when they walked in she had a heart attack and died in the school. Ever since then she haunts the school at night a ghost apparition of a woman has been seen there roaming the halls at night.	ICM School Of Business and Medical Careers	Pennsylvania	PA	-79.9969172	40.4442744	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Evening	Ghost	Single Ghost	Female Ghost	Murder, Supernatural	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	This building, in the Stripped District of Pittsburgh, was once site of the Chautauqua Lake Ice Co, which exploded due to fire on February 9, 1898. The building has since been renovated and now houses the John Heinz History Center. Several staff members, including night security guards, have witnessed strange sights and sounds there. Most activity seems to center around the 5th floor (used as storage/archives) and the loading dock area. Spirits have been known to occupy and interact with the exhibits there. The History Center is open to the public 7 days a week from 10AM to 5PM (holidays excluded).	John Heinz Pittsburgh Regional History Center	Pennsylvania	PA	-79.992179	40.446562	-79.9958864	40.44062479999999		True	True	1898-02-09	1	Evening	Ghost	Several Ghosts	Unknown	Supernatural Phenomenon	18.5	10:27	7:20	5:48	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	This isn't so much a report of a haunting as it is the clearing up of a false report. The report of the Steel Phantom ghost is completely inaccurate and just not possible as the Steel Phantom was built in the early 1990's, whereas Kennywood was built in 1898. This makes the stories time line false. I have personally never seen a news story involving any death with the building of the Steel Phantom.	Kennywood Park	Pennsylvania	PA	-79.8642859	40.3878537	-79.9958864	40.44062479999999		True	True	1898-03-07	1	Morning	Ghost	Single Ghost	Unknown	Death, Supernatural	18.5	11:34	6:43	6:17	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	formerly known as the Pittsburgh City Tuberculosis Sanatorium, 1915. The State got it in 1957. In 1974, It became a State Mental Hospital under the Department of Public Welfare and closed in 1982. While it was a TB hospital and sanitarium, over 2,000 deaths have been reported in numerous obituaries, the dept of public welfare closed the hospital because of out-dated medical practices where many died during operations. there were also reports of severe abuse to patients and multiple suicides.	Pittsburgh Job Corps Center/Leech Farm Tuberculosis Hospital and Sanitarium	Pennsylvania	PA	-79.90143859999999	40.4781325	-79.9958864	40.44062479999999		True	True	1982-03-07	0	Unknown	Unknown	Unknown	Unknown	Death	18.5	11:33	6:44	6:17	0.7	-2.6	13.5	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	"ALPHA-OMEGA WING - small child with a red ball in a standard hospital gown ""asks for her mother"" if you did not respond she would bounce the ball against your door for several nights. mist in the showers, you could usually hear water being turned on and off slightly numerous whispers crying screaming and sadistic laughing."	Pittsburgh Job Corps Center/Leech Farm Tuberculosis Hospital and Sanitarium	Pennsylvania	PA	-79.90143859999999	40.4781325	-79.9958864	40.44062479999999		True	True	2025-01-01	0	Unknown	Orb	Unknown	Unknown	Murder	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	LEECH FAMILY FARM HOUSE - Outside, court yards, walkways, and recreational areas -  Reports of shadow like figures that seem to vanish or walk straight through walls and the ghosts of several former patients.	Pittsburgh Job Corps Center/Leech Farm Tuberculosis Hospital and Sanitarium	Pennsylvania	PA	-79.90143859999999	40.4781325	-79.9958864	40.44062479999999		False	True	2025-01-01	0	Unknown	Ghost	Several Ghosts	Unknown	Supernatural Phenomenon	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	LEECH FAMILY FARM HOUSE  - Also known as the home of the former head of administration of the Pittsburgh Sanitarium -  Reports of seeing the HOA on his front porch and in the window, the windows however have since been boarded. And violent flashing lights from the seams of the open wood panels. The former HOA's family got TB and died, and he died of influenza shortly after.	Pittsburgh Job Corps Center/Leech Farm Tuberculosis Hospital and Sanitarium	Pennsylvania	PA	-79.90143859999999	40.4781325	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Unknown	Ghost	Single Ghost	Unknown	Unknown	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	THIRD FLOOR - A man standing in the window with his hands against the window. Shadows moving rapidly from window to window (like they are going through the walls). A man jumping from the roof's smoke stack. And a figure in the bathroom of the third floor with black bumps on the visible portions of his body(black bumps are a visual sign of tuberculosis)	Pittsburgh Job Corps Center/Leech Farm Tuberculosis Hospital and Sanitarium	Pennsylvania	PA	-79.90143859999999	40.4781325	-79.9958864	40.44062479999999		True	True	2025-01-01	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Believed to be haunted by towns people who where killed in a flood. Apparitions of buildings have been reported. Cars that park nearby are said to have things missing after being parked there (license plates, antennas, hubcaps)	Livermore Cemetery	Pennsylvania	PA	-79.94971989999999	40.4672006	-79.9958864	40.44062479999999		True	True	2020-03-07	1	Evening	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:35	6:43	6:18	7.1	-1.4	0.1	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	a ghost of a caring nun haunts the 6th floor of the old building.(use to be Devine Mercy Hospital) the 6th floor was the OB department until the late 60s when it closed. Her name is believed to be Sister Mary Loretta. She is always looking out for staff and others. And she has been said to have been many times my patients at night who tell other staff members that a nun was in there room and brought them a blanket or a water pitcher. There are no nuns at mercy providence who care for patients anymore.	Mercy Hospital	Pennsylvania	PA	-79.985372	40.436085	-79.9958864	40.44062479999999		True	True	2025-01-01	0	Evening	Ghost	Several Ghosts	Female Ghost	Supernatural Phenomenon	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	but there has been 3 sightings of a green floating man in the music room. Also, during extra-curricular activities, a floating face has been seen. Strange lights, noises, and glowing have also been seen.	Mifflin Elementary School	Pennsylvania	PA	-79.9148975	40.3698549	-79.9958864	40.44062479999999		True	True	1986-03-07	1	Unknown	Orb	Unknown	Unknown	Supernatural Phenomenon	18.5	11:33	6:44	6:17	-0.7	-12.5	0.9	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Civil War soldiers walk the halls at night.	National Aviary	Pennsylvania	PA	-80.01034709999999	40.4535712	-79.9958864	40.44062479999999		False	False	2025-01-01	0	Evening	Unknown	Unknown	Unknown	Unknown	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	"Allegheny Center, Building #7 - It has a documented high turnover for students living there, which some say is due to a ""bad vibe"" the building gives off. It had several incidents of strange phenomenon ranging from cold spots, knocking/rapping, poltergeist like activity, and even visual sightings. The energy's also seem to not be concentrated in just one place, and move freely around the building. Wide majorities of people have reported experiences while living there. A student radio show around Halloween did a segment about the building, and it had several call-ins about strange occurrences at ""Agony #7"" (a student nickname given to the building). Many skeptics blame the activity on student recreational drug use, pranks, and people blowing easily explained occurrences out of proportion. But many skeptics have become believers."	North shore/Northside	Pennsylvania	PA	-80.01296789999999	40.4467069	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Unknown	Ghost	Several Ghosts	Unknown	Supernatural Phenomenon	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	This used to be a supermarket in the 80's and a woman was shot in the face with a shotgun while shopping. Children have seen a headless woman walking inside the building	North Side Childcare, North Ave	Pennsylvania	PA	-80.0050617	40.4559875	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Unknown	Unknown	Unknown	Unknown	Murder	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	unknown spirits haunted this building.	Pittsburgh Playhouse	Pennsylvania	PA	-79.96275	40.4363853	-79.9958864	40.44062479999999		True	True	2018-03-07	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	11:34	6:44	6:18	6.8	-0.2	6.3	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Hankey Church Cemetery - Rumors are to be believed that if the gates on the front entrance of the cemetery are closed that the spirits are kept in. If there opened then this means that the spirits are wondering	Plum	Pennsylvania	PA	-79.925344	40.4596533	-79.9958864	40.44062479999999	     Currently in use as a stationary store, called Papier Plume, visitors often report hearing the disembodied sounds of a woman laughing, as well as witnessing objects move by themselves. Additional r esearch for this allegedly haunted location is currently in progress.	True	True	2025-01-01	1	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Lawrence Hall -  A student at living in Lawrence Hall on the 10th floor was said to be smoking a cigarette in her room and fell asleep with the cigarette left lit by her side. The room caught on fire trapping her in her room and killing her. Workers at the college cleaned and repainted the room. A new student moved in and 2 weeks the walls turned chard as if nobody ever painted them. Every year the walls are repainted and they continuously turn chard again. The room is no longer used.	Point Park College	Pennsylvania	PA	-80.0012691	40.43850279999999	-79.9958864	40.44062479999999		True	True	2004-03-07	0	Unknown	Unknown	Unknown	Unknown	Murder, Death	18.5	11:35	6:43	6:18	12.2	1.3	3.2	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	For years, city police and the homeless have reported an array of night specters down here ranging from shapeless mists, coonskin frontiersmen, Indians and even George Washington.	Point State Park	Pennsylvania	PA	-80.0096409	40.4415031	-79.9958864	40.44062479999999		False	True	1974-08-07	0	Evening	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	14:07	6:22	8:28	27.7	16.7	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	"The Basement of ""old Main"" is said to be haunted by slaves, as it was a part of the Underground Railroad. Employees have been said to hear voices and moans. Lights go on and off and doors slam by themselves. Many unexplained happenings"	"""Old Main"" Administration Building- Duquesne University"	Pennsylvania	PA	-79.9901728	40.4372949	-79.9958864	40.44062479999999		True	True	1878-10-07	0	Unknown	Unknown	Unknown	Unknown	Murder, Death	18.5	11:30	6:26	5:56	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	A nun that lived in the convent there many years ago had died and her ghost is said to walk the hall of the third floor of the main school building after school hours. Most of the people who have claimed to have seen her are ones who stay after for extracurricular activities. She has no face so she is known as the faceless nun. When she is seen, she is walking down the hall with her head bowed down and her hands folded as if she is praying. Every year, incoming freshmen within their first two weeks of classes are told the story of the faceless nun. Some don't believe it, yet a lot of students, past and present, as well as teachers, have claimed to see her.	Our Lady of the Sacred Heart High School	Pennsylvania	PA	-80.1565514	40.50220470000001	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Unknown	Ghost	Several Ghosts	Unknown	Murder, Supernatural	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	The basement of the club is the original basement of an old farmhouse in which a man hung himself. The ghost was exorcised years ago, but there have still been sightings of the small man and many strange noises.	Rolling Hills Country Club	Pennsylvania	PA	-80.10195619999999	40.276962	-79.9958864	40.44062479999999		True	True	1957-03-07	0	Unknown	Ghost	Several Ghosts	Male Ghost	Supernatural Phenomenon	18.5	11:33	6:45	6:18	6.7	0.5	6.4	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	This place is said to be haunted by 2 ghosts. On of which is Sarah Heinz who is what this building is named after, staff members said to have heard footsteps and saw flickering lights...and every so often they would hear very fait voices during the night. The other ghost is f a boy who died while playing basket ball in the gym, he was up on the balcony above the gym and was looking over into the gym and he accidentally fell, members and staff claimed to still hear a basketball bouncing even though there is nobody in the gym.	Sarah Heinz House Boys and Girls Club	Pennsylvania	PA	-79.993256	40.454777	-79.9958864	40.44062479999999		True	True	2025-01-01	1	Evening	Orb, Ghost	Single Ghost	Male Ghost, Child Ghost	Supernatural Phenomenon	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	Captain Shields haunts his former home.	Shields House	Pennsylvania	PA			-79.9958864	40.44062479999999		False	True	1933-08-01	0	Unknown	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	14:19	6:16	8:35	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	Unknown	Unknown	Unknown
Pittsburgh	United States	- December 2005 Correction/Additional Information: No longer exists - after Heinz Field and PNC Park were built. - December 2005 Correction/Additional Information: No longer exists, but a replica has been built among the office buildings. Famous sport stadium home of the Pittsburgh Steelers. Supposed victim and fan was set on fire and hung and is said to haunt any road team that ventures into Pittsburgh. - September 2005 Update: has been torn down & made into a new parking lot for for the new Heinz Stadium.	Three Rivers Stadium	Pennsylvania	PA	-80.0120913	40.4470344	-79.9958864	40.44062479999999		False	True	2005-12-07	0	Unknown	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	09:23	7:29	4:53	-3.2	-10.1	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	201 Bruce Hall -  a dorm on the University Pittsburgh Campus is also supposed to be haunted. -  November 2003 update: the story on the sight said that room 201 was haunted..it was actually found that the 12th floor of bruce hall was haunted..it was the former sight of the schenley hotel..and story has it that the wife and mistress of the owner committed suicide on the 12th floor. the 12th floor is no longer used for housing purposes and is simply office space. Odd happenings have been reported. At times the elevator in Bruce Hall will take you to the 12th floor no matter what floor # you press..sometimes it wont let you go back down for a few minutes.	University Pittsburgh	Pennsylvania	PA	-79.960835	40.4443533	-79.9958864	40.44062479999999		True	True	2003-11-07	0	Unknown	Unknown	Unknown	Unknown	Murder, Death	18.5	10:14	6:56	5:10	10.0	5.3	0.0	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	George Washington almost drowned in the icy Allegheny river here. His spirit haunts the eastern end of the island, sometimes on horseback.	Washington’s Landing (Herr’s Island)	Pennsylvania	PA	-79.9773187	40.4644031	-79.9958864	40.44062479999999		False	True	2025-01-01	0	Unknown	Ghost	Single Ghost	Unknown	Death, Supernatural	18.5	09:21	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittsburgh	United States	The unused 22nd and 23rd floor are haunted. Was a female dormitory for a while early in the century. There was a murder in there. Night watchman report, gusts of cold wind, (windows not open), feeling the presents of people watching and unusual sounds of laughter and feet shuffling.	William Penn Hotel	Pennsylvania	PA	-79.99684429999999	40.4407149	-79.9958864	40.44062479999999		True	True	1934-03-07	1	Morning	Ghost	Single Ghost	Unknown	Murder, Supernatural	18.5	11:32	6:45	6:17	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Pittston	United States	Road where woman and child were killed on their way to a hospital. Said to be haunted by the mother. 18 Streetlights are on this road, however there are constantly 11 out, but never the same 11.	Suscon Road	Pennsylvania	PA	-75.7047461	41.2822869	-75.78936039999999	41.3259134		False	True	2025-01-01	0	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	09:16	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Plum	United States	There is a cemetery on Hanky Church Road that is haunted. Visitors of this cemetery have reported dozens of strange events. Feelings of weightlessness, numbness, possessions, headstones and trees that glow, and cloud-like apparitions are just a few. There is also a gravestone shaped like a tree trunk that is believed to be the center of activity.	Hanky Church Road	Pennsylvania	PA	-79.6920477	40.5058454	-79.7494911	40.5003456		True	True	1901-03-24	0	Unknown	Orb, Ghost	Single Ghost	Unknown	Supernatural Phenomenon	18.5	12:18	6:16	6:34	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Portvue	United States	Spotlight lounge - Many spirits haunt the spotlight lounge in Portvue. There are so many spirits and unusual things that happen. There are a lot of mirrors behind the bar and up on a stage. There are many spirits that can be seen if you look into the mirrors. It is hard to describe them they are there dancing and partying as if they were not dead. You can sit at the bar and here someone walk down the steps open the door walk towards the bathrooms but no one entered. Many ghosts haunt this place. Most of them ones who frequented the place when they where alive.	McKeesport	Pennsylvania	PA	-79.86977069999999	40.3359028	-79.86977069999999	40.3359028		True	True	2020-03-07	1	Unknown	Ghost	Several Ghosts	Unknown	Murder, Supernatural	18.5	11:35	6:43	6:18	7.0	-1.3	0.2	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Potter's Mills	United States	"It has been rumored that the ghost of Edgar Allan Poe still exists at the Eutaw house restaurant. This is a historic inn/restaurant in Central Pa with a history of hauntings. While researching ghost stories of PA for an article, my mother and I went to talk to them about this ""haunting"". Shortly after we left, the horse bells on the dining area door began to ring and several people reported feeling ""unusually uncomfortable and watched"" when they went upstairs to the restrooms."	Eutaw House	Pennsylvania	PA			-77.6252746	40.79589850000001		True	True	1832-03-07	3	Unknown	Orb, Ghost	Several Ghosts	Unknown	Supernatural Phenomenon	18.5	11:34	6:39	6:12	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	Unknown	Unknown	Unknown
Pottsville	United States	Candlelight is often seen floating the day before a body is to be buried.	Pottsville Cemetery	Pennsylvania	PA	-76.2080768	40.6815797	-76.195499	40.6856456		False	True	2025-01-01	1	Unknown	Unknown	Unknown	Unknown	Unknown	18.5	09:20	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	Unknown	Unknown	Unknown
Raccoon	United States	Strange fogs/mists and orbs have been reported.	Mount Zion Cemetery	Pennsylvania	PA	-80.3298002	40.0470354	-80.3769999	40.6075224		False	True	2025-01-01	0	Unknown	Orb	Unknown	Unknown	Supernatural Phenomenon	18.5	09:24	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	False	Unknown	Unknown	Unknown
